id,locatable_id,locatable_type,name,address,unit,city,state,zip_code,is_primary,lat,long,created_at,updated_at,show_on_organization
14895478171,41732759093,Practice compare training decade.,Henson Ltd,3888 Smith Via Apt. 356, 356,Los Angeles,CA,95104,0,11.511374,-3.936579,2019-05-21 10:16:17,2019-06-06 20:17:39,1
29391099562,59592043333,Service rest value media through impact box.,Macdonald-Johnson,23301 Gray View,,Los Angeles,CA,94858,1,-70.5383475,-93.258464,2020-09-01 16:35:00,2020-10-14 07:33:15,1
48595345518,42057972566,Be choice relate.,"Henry, Bryan and Hurst",63615 Jennifer Forge Apt. 925, 925,Los Angeles,CA,95777,1,-31.529415,148.101338,2019-04-30 15:48:46,2019-08-12 11:55:21,0
75948465121,18461277570,Course her foreign research relationship full arm.,Cunningham-Gregory,51825 Frost Mount,,Los Angeles,CA,95218,0,-81.8527615,-157.992974,2020-02-04 21:05:50,2020-06-05 21:10:20,0
86153192242,78837847443,Media pattern father have less hotel describe.,Steele-Miller,63351 Angela Street Suite 890, 890,Los Angeles,CA,95969,0,46.018643,-145.565844,2019-04-27 14:03:54,2020-06-21 15:42:58,1
34320609804,43870947415,Future home article green mission.,Wilkerson and Sons,873 Lisa Court,,Los Angeles,CA,92960,0,29.0918155,89.597507,2020-02-06 18:07:15,2020-04-27 23:59:16,0
34307154500,90178557824,Half picture billion across.,Howell Ltd,656 Barnett Glen Apt. 699, 699,Los Angeles,CA,95631,1,72.1697945,-159.521787,2020-10-08 02:15:42,2021-01-06 16:56:34,1
35808706663,20932748739,We plant answer the meeting.,"West, Obrien and Everett",6031 Lindsay Centers Apt. 054, 054,Los Angeles,CA,93444,0,11.210529,7.273040,2019-01-23 10:59:11,2020-03-26 19:38:50,1
30900166588,15819690021,Unit him high yard.,Rodgers Inc,7732 Victoria Keys Apt. 511, 511,Los Angeles,CA,95011,0,76.2546665,73.088704,2020-11-13 12:59:36,2021-01-13 19:53:42,1
48696233998,35718682826,Matter wind occur talk rate on.,Holt-Miller,068 Laura Courts Apt. 931, 931,Los Angeles,CA,96036,1,-15.2332485,129.442010,2019-01-03 03:43:57,2020-07-13 20:02:30,1
14615460803,54292912712,School between population.,"Chen, White and Smith",8369 Taylor Isle,,Los Angeles,CA,94820,1,59.858939,-179.312985,2019-01-26 01:52:40,2020-05-07 17:42:52,1
72021046675,97997120323,Computer again source remain upon area.,"Cuevas, Jones and Harris",226 Thomas Ramp,,Los Angeles,CA,94308,0,46.829094,-172.462370,2019-04-08 19:12:33,2020-03-12 00:41:35,0
17125108816,70678103987,Care middle doctor surface.,"Shaffer, Harvey and Buck",896 Schneider Forges Apt. 670, 670,Los Angeles,CA,94134,1,48.9228305,65.713109,2019-05-28 13:08:22,2019-12-12 13:08:43,0
76232758508,89962118915,Popular south central under decade.,Taylor-Davis,342 Robinson Field,,Los Angeles,CA,95450,1,-74.9559045,-177.823348,2019-04-06 13:41:00,2020-06-16 13:16:14,1
28058022466,38012138840,Person recent left week.,"Barnes, Clark and White",079 Daniels Mill Suite 133, 133,Los Angeles,CA,93070,0,77.047185,34.885169,2019-10-25 08:27:29,2020-02-27 05:03:37,1
58017042496,63556749500,Many heavy write indeed never rule century.,"Simpson, Lewis and Brown",2227 Jose Islands Apt. 783, 783,Los Angeles,CA,95526,1,-28.8534535,139.205966,2019-07-23 21:39:29,2020-10-11 07:54:21,0
52679803407,86878312631,Become factor necessary hear PM strategy.,Crosby-Smith,16953 Thomas Light Apt. 352, 352,Los Angeles,CA,94195,0,-43.153592,-163.405312,2020-08-28 02:32:32,2020-11-09 09:59:06,1
63354963345,29482736242,Everything southern kitchen fine country.,Blair-Olson,091 Philip Branch,,Los Angeles,CA,94539,0,85.8888665,-89.796842,2021-01-29 16:49:15,2021-02-20 05:28:41,1
76603813839,34076246730,Important drug maintain evening movie type reflect.,Barnes-Herrera,518 Lindsey Stream Apt. 633, 633,Los Angeles,CA,91642,0,-79.0814465,114.182339,2019-03-25 10:23:14,2021-01-20 02:16:41,0
24643817738,32777159075,Describe place spend.,Warren-Tanner,761 King Causeway,,Los Angeles,CA,93078,1,-38.6830245,-141.258759,2020-09-24 09:27:43,2020-11-20 03:50:24,1
13022674489,74813257862,Itself still range.,Arias-Harris,4354 Karen Pines,,Los Angeles,CA,95215,1,76.4347855,35.273474,2019-09-21 18:17:33,2020-01-12 10:26:08,0
88095194909,63331889087,Pick toward treat pull.,"Love, Velazquez and Anderson",98148 Brown Summit Apt. 921, 921,Los Angeles,CA,94082,1,15.407038,-119.452249,2019-12-13 13:01:13,2020-10-02 11:47:54,1
61390847902,94701988024,Pay heavy PM.,Bryant-Dawson,04154 Berg Ports Apt. 311, 311,Los Angeles,CA,92533,0,22.296032,-96.372443,2021-01-02 01:56:39,2021-02-16 20:49:40,1
13415801752,44011073436,Ahead tend room sense continue wall us result.,"Snyder, Parker and Castillo",5208 Shields Crest Suite 226, 226,Los Angeles,CA,94376,0,-62.788976,135.463190,2021-01-31 03:58:04,2021-02-05 23:25:21,1
